experiment,instance,instance_stem,instance_variant,drones,iterations,ticks,repeat,exit_code,urgencia,colisiones,tiempo_ejecucion,tiempo_evaluador,tiempo_decodificador
tiempo_vs_drones_a,instancias/PSP-UAV_01_a.txt,PSP-UAV_01_a,a,10,100000,50,3,0,169911.0,1.0,47.9411,,
tiempo_vs_drones_a,instancias/PSP-UAV_01_a.txt,PSP-UAV_01_a,a,10,100000,50,4,0,172022.0,1.0,46.3364,,
tiempo_vs_drones_a,instancias/PSP-UAV_01_a.txt,PSP-UAV_01_a,a,10,100000,50,5,0,67537.0,0.0,48.0246,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,2,100000,50,1,0,678545.0,0.0,83.9385,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,2,100000,50,2,0,676102.0,0.0,80.8505,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,2,100000,50,3,0,677777.0,0.0,83.1736,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,2,100000,50,4,0,682697.0,0.0,79.6781,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,2,100000,50,5,0,691502.0,0.0,79.7766,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,4,100000,50,1,0,588997.0,0.0,94.6755,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,4,100000,50,2,0,585877.0,0.0,95.8994,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,4,100000,50,3,0,582298.0,0.0,95.3349,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,4,100000,50,4,0,625331.0,0.0,97.6903,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,4,100000,50,5,0,740664.0,1.0,86.8922,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,6,100000,50,1,0,563560.0,0.0,100.124,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,6,100000,50,2,0,560506.0,0.0,110.212,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,6,100000,50,3,0,537743.0,0.0,100.852,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,6,100000,50,4,0,533785.0,0.0,106.133,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,6,100000,50,5,0,537345.0,0.0,103.937,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,8,100000,50,1,0,845125.0,3.0,110.693,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,8,100000,50,2,0,507996.0,0.0,114.837,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,8,100000,50,3,0,464271.0,0.0,106.569,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,8,100000,50,4,0,465182.0,0.0,111.594,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,8,100000,50,5,0,476114.0,0.0,111.652,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,10,100000,50,1,0,1014569.0,5.0,112.017,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,10,100000,50,2,0,946545.0,4.0,114.494,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,10,100000,50,3,0,1638391.0,11.0,112.103,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,10,100000,50,4,0,1111642.0,6.0,111.081,,
tiempo_vs_drones_a,instancias/PSP-UAV_02_a.txt,PSP-UAV_02_a,a,10,100000,50,5,0,1210972.0,7.0,109.428,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,2,100000,50,1,0,2082920.0,0.0,242.521,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,2,100000,50,2,0,2074695.0,0.0,239.385,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,2,100000,50,3,0,2068913.0,0.0,233.553,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,2,100000,50,4,0,2072613.0,0.0,238.977,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,2,100000,50,5,0,2075909.0,0.0,239.183,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,4,100000,50,1,0,1970199.0,0.0,256.552,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,4,100000,50,2,0,1945657.0,0.0,256.04,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,4,100000,50,3,0,1933423.0,0.0,261.868,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,4,100000,50,4,0,1938319.0,0.0,256.126,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,4,100000,50,5,0,2302221.0,3.0,252.688,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,6,100000,50,1,0,1820434.0,0.0,262.39,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,6,100000,50,2,0,2145809.0,2.0,261.469,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,6,100000,50,3,0,1791196.0,0.0,273.323,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,6,100000,50,4,0,2210693.0,3.0,278.866,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,6,100000,50,5,0,1824108.0,0.0,271.788,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,8,100000,50,1,0,1736488.0,0.0,277.115,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,8,100000,50,2,0,1930641.0,1.0,287.407,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,8,100000,50,3,0,1772674.0,0.0,281.397,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,8,100000,50,4,0,1762467.0,0.0,291.35,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,8,100000,50,5,0,2147287.0,3.0,283.26,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,10,100000,50,1,0,2181900.0,4.0,287.479,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,10,100000,50,2,0,1758259.0,0.0,289.074,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,10,100000,50,3,0,2373874.0,6.0,285.657,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,10,100000,50,4,0,1873103.0,1.0,293.258,,
tiempo_vs_drones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,10,100000,50,5,0,1769243.0,0.0,297.444,,
