experiment,instance,instance_stem,instance_variant,drones,iterations,ticks,repeat,exit_code,urgencia,colisiones,tiempo_ejecucion,tiempo_evaluador,tiempo_decodificador
valor_vs_iteraciones_b,instancias/PSP-UAV_02_b.txt,PSP-UAV_02_b,b,5,100000,50,1,0,560612.0,0.0,104.225,,
valor_vs_iteraciones_b,instancias/PSP-UAV_02_b.txt,PSP-UAV_02_b,b,5,100000,50,2,0,561560.0,0.0,99.8185,,
valor_vs_iteraciones_b,instancias/PSP-UAV_02_b.txt,PSP-UAV_02_b,b,5,100000,50,3,0,571181.0,0.0,102.521,,
valor_vs_iteraciones_b,instancias/PSP-UAV_02_b.txt,PSP-UAV_02_b,b,5,100000,50,4,0,604231.0,0.0,104.93,,
valor_vs_iteraciones_b,instancias/PSP-UAV_02_b.txt,PSP-UAV_02_b,b,5,100000,50,5,0,577791.0,0.0,100.917,,
valor_vs_iteraciones_b,instancias/PSP-UAV_02_b.txt,PSP-UAV_02_b,b,5,150000,50,1,0,581927.0,0.0,148.117,,
valor_vs_iteraciones_b,instancias/PSP-UAV_02_b.txt,PSP-UAV_02_b,b,5,150000,50,2,0,561067.0,0.0,152.852,,
valor_vs_iteraciones_b,instancias/PSP-UAV_02_b.txt,PSP-UAV_02_b,b,5,150000,50,3,0,561427.0,0.0,149.786,,
valor_vs_iteraciones_b,instancias/PSP-UAV_02_b.txt,PSP-UAV_02_b,b,5,150000,50,4,0,564531.0,0.0,157.901,,
valor_vs_iteraciones_b,instancias/PSP-UAV_02_b.txt,PSP-UAV_02_b,b,5,150000,50,5,0,575361.0,0.0,152.755,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,10000,50,1,0,1892036.0,0.0,26.3845,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,10000,50,2,0,1918658.0,0.0,26.8125,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,10000,50,3,0,1901868.0,0.0,26.0699,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,10000,50,4,0,1906047.0,0.0,27.3672,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,10000,50,5,0,1884234.0,0.0,26.67,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,30000,50,1,0,1902151.0,0.0,79.3383,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,30000,50,2,0,1893941.0,0.0,78.8325,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,30000,50,3,0,1903384.0,0.0,81.2892,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,30000,50,4,0,1863497.0,0.0,79.0247,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,30000,50,5,0,1882641.0,0.0,78.4923,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,70000,50,1,0,1878469.0,0.0,190.542,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,70000,50,2,0,1865161.0,0.0,184.667,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,70000,50,3,0,1890386.0,0.0,190.998,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,70000,50,4,0,1904916.0,0.0,185.374,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,70000,50,5,0,1895772.0,0.0,187.166,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,100000,50,1,0,1867989.0,0.0,276.072,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,100000,50,2,0,1840893.0,0.0,255.146,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,100000,50,3,0,1887224.0,0.0,263.484,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,100000,50,4,0,1879203.0,0.0,270.241,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,100000,50,5,0,1894798.0,0.0,267.273,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,150000,50,1,0,1881189.0,0.0,400.746,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,150000,50,2,0,1901496.0,0.0,406.401,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,150000,50,3,0,1880162.0,0.0,402.858,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,150000,50,4,0,1822607.0,0.0,383.723,,
valor_vs_iteraciones_b,instancias/PSP-UAV_03_b.txt,PSP-UAV_03_b,b,5,150000,50,5,0,1894770.0,0.0,397.654,,
