experiment,instance,instance_stem,instance_variant,drones,iterations,ticks,repeat,exit_code,urgencia,colisiones,tiempo_ejecucion,tiempo_evaluador,tiempo_decodificador
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,10000,50,4,0,2103147.0,1.0,25.739,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,10000,50,5,0,2076874.0,1.0,25.427,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,30000,50,1,0,2287484.0,3.0,77.7422,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,30000,50,2,0,2077988.0,1.0,77.2238,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,30000,50,3,0,1870818.0,0.0,78.6616,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,30000,50,4,0,2060466.0,1.0,78.0973,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,30000,50,5,0,2092457.0,1.0,77.0271,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,70000,50,1,0,1857038.0,0.0,189.904,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,70000,50,2,0,2037332.0,1.0,184.08,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,70000,50,3,0,1956712.0,0.0,187.477,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,70000,50,4,0,2045768.0,1.0,182.273,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,70000,50,5,0,1850666.0,0.0,181.335,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,100000,50,1,0,1894732.0,0.0,265.635,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,100000,50,2,0,2060844.0,1.0,261.694,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,100000,50,3,0,2080595.0,1.0,263.822,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,100000,50,4,0,2059591.0,1.0,261.141,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,100000,50,5,0,2058708.0,1.0,260.156,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,150000,50,1,0,1950417.0,0.0,396.477,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,150000,50,2,0,1943204.0,0.0,398.001,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,150000,50,3,0,1876879.0,0.0,393.292,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,150000,50,4,0,1991319.0,0.0,402.32,,
valor_vs_iteraciones_a,instancias/PSP-UAV_03_a.txt,PSP-UAV_03_a,a,5,150000,50,5,0,1876504.0,0.0,392.217,,
